date,principle,baseline_trend,proposed_trend,adoption_rate,detection_rate
2024-01-31,Veracity,0.8923440077452359,0.9680180718786625,0.0,0.8555058354722542
2024-01-31,Accuracy,0.9384351625623115,0.9864348808946313,0.0,0.95114213164076
2024-01-31,Validity,0.8168248577993011,0.887216722038278,0.0,0.7733778904180916
2024-01-31,Relevancy,0.7805639740747354,0.8494419444555369,0.0,0.8756885025655708
2024-01-31,Quality,0.8476988155712823,0.9091061813196197,0.0,0.8662554538511875
2024-01-31,Efficiency,0.8100765167829101,0.9498526655993743,0.0,0.7079734502468739
2024-01-31,Fairness,0.8762440614843747,0.961380733887971,0.0,0.7854166576438986
2024-01-31,Transparency,0.8090048689919138,0.8970088618536729,0.0,0.8969850498799322
2024-01-31,Accountability,0.7515040094832559,0.8637478872503671,0.0,0.7982107639221357
2024-02-29,Veracity,0.8831406164256658,0.9693271324012174,0.03698525499620518,0.9447226833745425
2024-02-29,Accuracy,0.8801006616370918,0.9613418979988441,0.02381873760141478,0.7496734394374908
2024-02-29,Validity,0.8070247869687428,0.8755175358244481,0.045114361832128295,0.7648261343739613
2024-02-29,Relevancy,0.7866239851356075,0.838463480091053,0.05573024348553131,0.7928251517319316
2024-02-29,Quality,0.8459432120192609,0.9090730616088708,0.04020630616377519,0.9438052498908445
2024-02-29,Efficiency,0.8556524903779257,0.9340592314755969,0.018065649978402883,0.8673348482443445
2024-02-29,Fairness,0.8779659236067647,0.953921564263109,0.04668604663282938,0.8454116408907759
2024-02-29,Transparency,0.8613509814606988,0.9090020937121432,0.0313082843101737,0.8913454461126447
2024-02-29,Accountability,0.7510416278533486,0.8633662424223155,0.04436038836278535,0.8396965572900633
2024-03-31,Veracity,0.8924720187920134,0.9703311745059728,0.04605755133638456,0.7718464392872382
2024-03-31,Accuracy,0.8963896151045322,0.994038467409651,0.11354362221478087,0.917415777776393
2024-03-31,Validity,0.8044661179239605,0.8877815175989894,0.07998985397863191,0.724600979787241
2024-03-31,Relevancy,0.7685656709501012,0.8540525568004951,0.013911807403938123,0.7190565729404107
2024-03-31,Quality,0.8291118141815473,0.936333427254201,0.06621094475430067,0.8995209310309089
2024-03-31,Efficiency,0.8355633288371077,0.9449603339995186,0.09465066853185507,0.7221380341069072
2024-03-31,Fairness,0.911616408417091,0.961107995542533,0.026560805023927755,0.9053379472879473
2024-03-31,Transparency,0.8036009525597653,0.924071662534004,0.11521215618235145,0.8827632155167754
2024-03-31,Accountability,0.7225835947862647,0.889668208954986,0.04488471586329296,0.8554896418303246
2024-04-30,Veracity,0.9209765200319109,0.9778581745613015,0.023311499796567416,0.8590309359626291
2024-04-30,Accuracy,0.9246236045189843,0.9962746942619937,0.10913216418532953,0.7985446770900559
2024-04-30,Validity,0.8097988966796034,0.9012800737833254,0.10409971764219568,0.9687874734754672
2024-04-30,Relevancy,0.7776531441634085,0.8510796759759979,0.10121692026342989,0.7320293854271503
2024-04-30,Quality,0.8404474509307015,0.9304254664310413,0.15355813199883864,0.9872993491866102
2024-04-30,Efficiency,0.8754578181777332,0.9491624528279116,0.10648814301898765,0.9857643843356368
2024-04-30,Fairness,0.8905797500035403,0.9642605299334831,0.08517604278695044,0.7306957927629525
2024-04-30,Transparency,0.822583241535703,0.9202389273470353,0.09272438206144708,0.7843812999364664
2024-04-30,Accountability,0.7380968337562498,0.877448108715054,0.09728940020360544,0.745624618726709
2024-05-31,Veracity,0.9014804617072101,0.9801946260527047,0.19068473439122818,0.9361324260333229
2024-05-31,Accuracy,0.9293325961332166,1.0073699840534214,0.0834620201533581,0.9880514496685111
2024-05-31,Validity,0.8045938430735003,0.9053157417533464,0.16082421644789838,0.7159713648154383
2024-05-31,Relevancy,0.7750615930396858,0.8593735606894687,0.036804148226513886,0.9646302616388953
2024-05-31,Quality,0.8273080604876302,0.9421435727519211,0.13785391646253853,0.9153532773020497
2024-05-31,Efficiency,0.8450439474357967,0.9683822676932566,0.195336861480297,0.9797613864867054
2024-05-31,Fairness,0.9097436974560806,0.9743309624596636,0.1048908480083532,0.8998875668336674
2024-05-31,Transparency,0.8424253822087646,0.9186453803835543,0.1348418388779588,0.8485757085178496
2024-05-31,Accountability,0.7619459922831309,0.8986446161815695,0.16987603910548077,0.9560348003534058
2024-06-30,Veracity,0.8991810516197534,1.0009167139354826,0.2511489332558439,0.900301044315828
2024-06-30,Accuracy,0.9291843084945224,1.0055864319871433,0.2538807537496651,0.8858024716257257
2024-06-30,Validity,0.8137986603821395,0.8920384775688819,0.11918372015399677,0.9865152310135294
2024-06-30,Relevancy,0.7272189249674892,0.858467656830525,0.20974703081365334,0.8263188888996951
2024-06-30,Quality,0.8544901890456471,0.9294414325981236,0.2360929016794015,0.7276534194571274
2024-06-30,Efficiency,0.8552464424411625,0.9700460044061597,0.09445769351198872,0.7257823797064651
2024-06-30,Fairness,0.8912928882790836,0.9652520215425279,0.04463266844912006,0.768545826899256
2024-06-30,Transparency,0.8476699390501689,0.941134807804173,0.20409946237620985,0.7618195155424615
2024-06-30,Accountability,0.7568432787038529,0.8814325375194825,0.10669474818744465,0.9365995386867901
2024-07-31,Veracity,0.928124274556472,0.9967601425324198,0.04914016118211627,0.8218751168391283
2024-07-31,Accuracy,0.9193685641158407,1.0090053203857101,0.18684651131624166,0.7290381016372467
